Query	RS_Number	R2	GWAS_Trait	P_value	PMID
rs2095375	rs9689694	0.993707895167345	Hippocampal subfield left CA1 volume (head)	2e-10	37337106
rs2095375	rs9689694	0.993707895167345	Hippocampal subfield right CA1 volume (head)	7e-12	37337106
rs2095375	rs9689694	0.993707895167345	Left hippocampal volume (head)	6e-12	37337106
rs2095375	rs10872645	0.988335410721321	Blood protein levels	2e-86	30072576
rs2095375	rs9688867	0.987484746280957	Low-density lipoprotein receptor-related protein 11 level in Chronic kidney disease with hypertension and no diabetes (8330_1)	5e-31	35870639
rs2095375	rs9688867	0.987484746280957	S-adenosylhomocysteine (SAH) levels	2e-26	36635386
rs2095375	rs9688809	0.987484746280957	Right molecular layer hippocampal volume (head)	7e-09	37337106
rs2095375	rs10872653	0.987428985005238	Urine S-adenosylhomocysteine (SAH) levels in chronic kidney disease	4e-17	37277652
rs2095375	rs34337297	0.983863132808358	Serum levels of protein LRP11	3e-161	35078996
rs2095375	rs14314	0.981250032026204	Macular thickness	3e-19	30535121
rs2095375	rs14314	0.981250032026204	Vertex-wise sulcal depth	7e-17	34910505
rs2095375	rs14314	0.981250032026204	Plasma S-adenosylhomocysteine (SAH) levels in chronic kidney disease	4e-16	37277652
rs2095375	rs14314	0.981250032026204	Left hippocampal volume (body)	7e-15	37337106
rs2095375	rs14314	0.981250032026204	Left subiculum volume (body)	1e-14	37337106
rs2095375	rs9322193	0.947826521476432	Lung cancer	1e-07	27393504
rs2095375	rs4039600	0.904085337095829	Adenine levels	1e-11	35347128
rs2095375	rs1934534	0.63886426029342	Pain (pleiotropy)	2e-08	37844115
rs2095375	rs1934534	0.63886426029342	Pain (pleiotropy)	2e-06	37844115
rs2095375	rs4380763	0.638343493751961	Subcortical volume (min-P)	1e-11	32665545
rs2095375	rs11155671	0.62791813730041	Testicular germ cell tumor	2e-09	28604728
rs2095375	rs80147756	0.613057484647013	HippSubfield lh volume subiculum-head	3e-10	33875891
rs2095375	rs4421206	0.605487928690632	Brain morphology (min-P)	4e-11	32665545
rs2097466	rs6000172	0.923846450980591	Severe COVID-19 infection	1e-07	36662838
rs2097466	rs4821461	0.909793269832403	Severe COVID-19 infection	4e-06	36662838
rs2097466	rs2227169	0.908725536796226	Severe COVID-19 infection	4e-13	36662838
rs2097466	rs1053982	0.885825244783056	Severe COVID-19 infection	9e-06	36662838
rs2097466	rs5756090	0.790916834861975	Severe COVID-19 infection	4e-08	36662838
rs2097467	rs5756090	0.936387928587835	Severe COVID-19 infection	4e-08	36662838
rs2097467	rs6000172	0.869965499056907	Severe COVID-19 infection	1e-07	36662838
rs2097467	rs4821461	0.860648824857712	Severe COVID-19 infection	4e-06	36662838
rs2097467	rs2227169	0.854218987277396	Severe COVID-19 infection	4e-13	36662838
rs2097467	rs1053982	0.8341753615744	Severe COVID-19 infection	9e-06	36662838
rs2103646	rs2263329	0.961791862221056	HDL cholesterol	6e-35	34594039
rs2103646	rs2263329	0.961791862221056	HDL cholesterol levels	8e-43	32203549
rs2103646	rs2263329	0.961791862221056	High density lipoprotein cholesterol levels	2e-52	34887591
rs2103646	rs9366863	0.947774370577962	Adult body size	9e-33	32376654
rs2103646	rs9366863	0.947774370577962	Body mass index	2e-44	30595370
rs2103646	rs2744944	0.940775261240349	Hypothyroidism	3e-10	34594039
rs2103646	rs2744944	0.940775261240349	High density lipoprotein cholesterol levels	3e-86	34887591
rs2103646	rs2744944	0.940775261240349	Multi-trait sex score	7e-22	37277458
rs2103646	rs2814949	0.939364337272363	Essential hypertension (time to event)	9e-09	32589924
rs2103646	rs9469872	0.934541801745851	HDL cholesterol levels	3e-11	36333282
rs2103646	rs11755393	0.912605565858241	Body mass index	3e-26	29273807
rs2103646	rs11755393	0.912605565858241	Systemic lupus erythematosus	2e-12	33493351
rs2103646	rs11755393	0.912605565858241	Systemic lupus erythematosus	2e-06	33493351
rs2103646	rs11755393	0.912605565858241	Systemic lupus erythematosus	1e-07	33493351
rs2103646	rs11755393	0.912605565858241	Systemic lupus erythematosus	2e-08	19838195
rs2103646	rs11755393	0.912605565858241	Body mass index	4e-55	36581621
rs2103646	rs6941110	0.904357960464292	Sex hormone-binding globulin levels	5e-27	36653534
rs2103646	rs111868030	0.898653528810315	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs2103646	rs9469857	0.895693083702917	Systemic lupus erythematosus (MTAG)	9e-45	36750564
rs2103646	rs2764208	0.893407220371806	Systemic lupus erythematosus	7e-06	24871463
rs2103646	rs9462030	0.883532693181269	Red cell distribution width	5e-25	32888493
rs2103646	rs9469899	0.867918999676628	Prostate cancer (advanced)	2e-06	29892016
rs2103646	rs9469899	0.867918999676628	Prostate cancer	5e-09	29892016
rs2103646	rs9469899	0.867918999676628	Prostate cancer	8e-11	33398198
rs2103646	rs9469899	0.867918999676628	Hand grip strength	3e-15	29691431
rs2103646	rs9469899	0.867918999676628	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs2103646	rs9469899	0.867918999676628	Graves' disease	4e-10	34594039
rs2103646	rs9469899	0.867918999676628	Coronary artery disease	1e-11	36474045
rs2103646	rs9469899	0.867918999676628	Predicted visceral adipose tissue	2e-20	31501611
rs2103646	rs9469899	0.867918999676628	Medication use (thyroid preparations)	2e-09	31015401
rs2103646	rs9469899	0.867918999676628	Medication use (thyroid preparations)	3e-10	34594039
rs2103646	rs9368830	0.858738233717419	HDL cholesterol	4e-21	30275531
rs2103646	rs9296128	0.845806834938024	Hip circumference adjusted for BMI	4e-13	34021172
rs2103646	rs9368828	0.842408602530965	Body mass index	1e-34	34594039
rs2103646	rs2744973	0.808419727239955	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs2103646	rs2744973	0.808419727239955	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs2103646	rs2744973	0.808419727239955	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs2103646	rs2744973	0.808419727239955	Multi-trait sex score	6e-20	37277458
rs2103646	rs6912327	0.76279343316362	Fasting insulin	5e-06	33402679
rs2103646	rs6912327	0.76279343316362	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs2103646	rs112283401	0.738103684449493	Red cell distribution width	4e-27	30595370
rs2103646	rs205262	0.629736555487492	Body mass index	2e-09	26961502
rs2103646	rs205262	0.629736555487492	Walking pace	4e-10	33128006
rs2103646	rs205262	0.629736555487492	Body mass index	8e-13	30108127
rs2103646	rs205262	0.629736555487492	Body mass index	2e-09	25673413
rs2103646	rs205262	0.629736555487492	Body mass index	2e-14	26426971
rs2103646	rs205262	0.629736555487492	BMI in non-smokers	3e-07	28443625
rs2103646	rs205262	0.629736555487492	BMI in non-smokers	6e-09	28443625
rs2103646	rs205262	0.629736555487492	BMI (adjusted for smoking behaviour)	3e-07	28443625
rs2103646	rs205262	0.629736555487492	BMI (adjusted for smoking behaviour)	3e-09	28443625
rs2103646	rs205262	0.629736555487492	Body mass index (joint analysis main effects and smoking interaction)	3e-09	28443625
rs2103646	rs205262	0.629736555487492	Body mass index (joint analysis main effects and smoking interaction)	2e-07	28443625
rs2103646	rs205262	0.629736555487492	Gastroesophageal reflux disease	1e-10	34187846
rs2103646	rs205262	0.629736555487492	Body mass index	3e-10	25673413
rs2103646	rs205262	0.629736555487492	Body mass index	2e-10	25673413
rs2103646	rs205262	0.629736555487492	ICD10 M54: Dorsalgia	2e-12	35110524
rs2105063	rs2105063	1	Waist-to-hip ratio adjusted for BMI	6e-10	34021172
rs2105063	rs2105063	1	Waist-hip index	6e-10	34021172
rs2105312	rs770199	0.895435216818556	Hair color	3e-08	30595370
rs2105313	rs770199	0.895435216818556	Hair color	3e-08	30595370
rs2105314	rs770199	0.89446431721285	Hair color	3e-08	30595370
rs2106842	rs222857	0.607904151272537	Birth weight	1e-24	31043758
rs2106842	rs222857	0.607904151272537	Diastolic blood pressure	2e-15	35762941
rs2106842	rs222857	0.607904151272537	Lung function (forced vital capacity)	7e-13	36914875
rs2107564	rs1138888	0.779165707660171	Pregnancy-specific beta-1-glycoprotein 3 level in Chronic kidney disease with hypertension and no diabetes (6444_15)	6e-18	35870639
rs2107564	rs1138888	0.779165707660171	Pregnancy-specific beta-1-glycoprotein 4 levels (PSG4.5649.83.3)	5e-163	29875488
rs2107564	rs4802157	0.758940116656422	Pregnancy-specific beta-1-glycoprotein 4 level in Chronic kidney disease with hypertension and no diabetes (5649_83)	8e-14	35870639
rs2107564	rs2355433	0.65875119340858	Pregnancy-specific beta-1-glycoprotein 3 levels (PSG3.6444.15.3)	2e-163	29875488
rs2107564	rs2355433	0.65875119340858	Pregnancy-specific beta-1-glycoprotein 3 levels	0	34648354
rs2107564	rs2355433	0.65875119340858	Pregnancy-specific beta-1-glycoprotein 5 levels	1e-97	34648354
rs2108624	rs4808407	0.936757773982323	Plasma hexadecanedioate (C16-DC) levels in chronic kidney disease	3e-13	37277652
rs2111595	rs10804157	0.82460005027261	Uterine leiomyomata	4e-09	36726022
rs2113508	rs6705511	0.68423580404257	Self-reported math ability	4e-09	30038396
rs2113508	rs6705511	0.68423580404257	Self-reported math ability (MTAG)	3e-10	30038396
rs2113508	rs34276187	0.678542798972211	Highest math class taken (MTAG)	2e-08	30038396
rs2118177	rs58588820	0.812639441468101	Total cholesterol levels	1e-09	34887591
rs2118177	rs58588820	0.812639441468101	Total cholesterol levels	8e-11	34887591
rs2118177	rs6547629	0.727621464322639	Height	3e-09	36224396
rs2121030	rs7321596	0.785737738355528	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	3e-08	31374203
rs2121030	rs8002861	0.758701595480718	Leprosy	7e-06	25642632
rs2126129	rs2126129	1	Low molecular weight phosphotyrosine protein phosphatase levels	3e-287	34814699
rs2126129	rs17713396	0.943150490337401	Blood urea nitrogen levels	3e-21	34272381
rs2126129	rs17713396	0.943150490337401	Estimated glomerular filtration rate (creatinine)	2e-15	34272381
rs2126129	rs17713396	0.943150490337401	Estimated glomerular filtration rate (cystatin c)	5e-17	34272381
rs2126129	rs6710091	0.941147228787264	Waist circumference adjusted for body mass index	8e-11	31669095
rs2126129	rs6710091	0.941147228787264	HDL cholesterol	5e-08	30275531
rs2126129	rs6710091	0.941147228787264	High density lipoprotein cholesterol levels	3e-24	34887591
rs2126129	rs7595075	0.925197806906726	Waist circumference adjusted for body mass index	2e-09	34021172
rs2126129	rs7595075	0.925197806906726	HDL cholesterol	3e-11	34594039
rs2126129	rs7595075	0.925197806906726	HDL cholesterol levels	6e-13	32203549
rs2126129	rs17713729	0.922310481058114	Body mass index	2e-09	31669095
rs2126129	rs17713729	0.922310481058114	Serum creatinine levels	4e-14	34594039
rs2126129	rs17713729	0.922310481058114	High density lipoprotein cholesterol levels	7e-17	34887591
rs2126129	rs79716074	0.921174984721494	Plateletcrit	1e-09	32888494
rs2126129	rs79716074	0.921174984721494	Low molecular weight phosphotyrosine protein phosphatase level in Chronic kidney disease with hypertension and no diabetes (3858_5)	6e-148	35870639
rs2126129	rs79716074	0.921174984721494	Low molecular weight phosphotyrosine protein phosphatase levels (ACP1.3858.5.1)	0	29875488
rs2126129	rs79716074	0.921174984721494	Low molecular weight phosphotyrosine protein phosphatase levels	4e-303	36168886
rs2126129	rs58461606	0.914746362768209	Blood protein levels	0	30072576
rs2126129	rs7605824	0.907688137920993	Estimated glomerular filtration rate (creatinine)	5e-20	35710981
rs2126129	rs7566279	0.90674324951163	Low molecular weight phosphotyrosine protein phosphatase levels	0	34648354
rs2126129	rs3791221	0.904245032832917	Blood urea nitrogen levels	2e-07	31152163
rs2126129	rs3791221	0.904245032832917	Estimated glomerular filtration rate	2e-10	31152163
rs2126129	rs3791221	0.904245032832917	Estimated glomerular filtration rate	1e-11	31152163
rs2126129	rs3791221	0.904245032832917	Blood urea nitrogen levels	7e-26	34594039
rs2126129	rs2290911	0.898540154575427	Height	5e-07	29782485
rs2126129	rs2290911	0.898540154575427	Large artery stroke	6e-06	28265093
rs2126129	rs2290911	0.898540154575427	Height	8e-112	36224396
rs2126129	rs114976176	0.864759951608062	Smoking initiation (ever regular vs never regular)	6e-09	30643251
rs2126129	rs59937473	0.838191166194178	Protein quantitative trait loci	3e-67	32492067
rs2126129	rs59937473	0.838191166194178	Smoking initiation (ever regular vs never regular) (MTAG)	2e-07	30643251
rs2126129	rs17714252	0.830465564235985	Cerebrospinal fluid biomarker levels	5e-09	28031287
rs2126129	rs17714252	0.830465564235985	Retinal vascular fractal dimension	2e-07	34743558
rs2126129	rs7601944	0.828967438912067	Smoking initiation	4e-15	36477530
rs2126129	rs11553746	0.824876187836281	Low molecular weight phosphotyrosine protein phosphatase levels	1e-257	28240269
rs2126129	rs11553746	0.824876187836281	High density lipoprotein cholesterol levels	2e-07	29083408
rs2126129	rs11553746	0.824876187836281	High density lipoprotein cholesterol levels	7e-15	29083408
rs2126129	rs11553746	0.824876187836281	Large artery stroke	4e-06	28265093
rs2126129	rs55753056	0.820268776968265	Height	2e-22	30595370
rs2126129	rs62114548	0.797666527561014	Retinal vascular fractal density	2e-09	34743558
rs2126129	rs62114538	0.780206397620172	Triglyceride levels	6e-12	34887591
rs2126129	rs17713879	0.779683215637523	Low molecular weight phosphotyrosine protein phosphatase levels	2e-215	28240269
rs2126129	rs17713879	0.779683215637523	Smoking initiation	1e-10	36477530
rs2126129	rs17713879	0.779683215637523	Blood pressure (pleiotropy model 2 SBP adjusted for estimated causal effects x DBP)	1e-09	34989438
rs2126129	rs17713879	0.779683215637523	Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP)	1e-10	34989438
rs2126129	rs17713879	0.779683215637523	Triglyceride levels	3e-10	34887591
rs2126129	rs17713879	0.779683215637523	Aging (eyeAgeAcceleration)	6e-50	36975205
rs2126129	rs60843830	0.771507409919261	Spherical equivalent (joint analysis main effects and education interaction)	4e-08	27020472
rs2126129	rs60843830	0.771507409919261	Spherical equivalent (joint analysis main effects and education interaction)	1e-09	27020472
rs2126129	rs60843830	0.771507409919261	Adventurousness	7e-10	30643258
rs2126129	rs79154857	0.760287308882308	Pulse pressure	5e-08	34594039
rs2126129	rs62114506	0.718263033693867	Gamma glutamyl transpeptidase	3e-14	34594039
rs2126129	rs62114506	0.718263033693867	Apolipoprotein A1 levels	3e-10	32203549
rs2126129	rs62114506	0.718263033693867	Liver enzyme levels (gamma-glutamyl transferase)	4e-13	35810165
rs2126129	rs62114506	0.718263033693867	HDL cholesterol levels	8e-10	36333282
rs2130392	rs2130392	1	Kawasaki disease	3e-08	22446962
rs2130525	rs2130525	1	Glycine conjugate of C10H14O2 (1) levels	4e-14	36635386
rs2130525	rs7542137	0.90987704931336	Beta-hydroxyisovalerate levels	3e-11	35050183
rs2130525	rs7542137	0.90987704931336	Plasma cis-4-decenoate (10:1n6)* levels in chronic kidney disease	2e-61	37277652
rs2130525	rs7542137	0.90987704931336	3-hydroxysebacate levels	2e-10	36635386
rs2130525	rs2999541	0.892194099916733	Cis-3,4-methyleneheptanoylcarnitine levels	8e-11	36635386
rs2130525	rs3007711	0.88829997623759	Electrodermal activity	9e-06	25387706
rs2130525	rs10788817	0.847202579169262	Serum metabolite levels	3e-13	24625756
rs2130525	rs10788817	0.847202579169262	Metabolite peak levels (QI2718)	5e-18	35995766
rs2130525	rs10788817	0.847202579169262	3-hydroxylaurate levels	2e-12	36635386
rs2130525	rs10788817	0.847202579169262	Tetradecadienoate (14:2) levels	8e-17	36635386
rs2130525	rs11204914	0.842040229564155	Carnitine C9 levels	1e-13	35995766
rs2130525	rs11204914	0.842040229564155	Metabolite peak levels (QI6204)	1e-32	35995766
rs2130525	rs11204914	0.842040229564155	Metabolite peak levels (QI6252)	2e-32	35995766
rs2130525	rs6685187	0.816833639055597	X-12442--5,8-tetradecadienoate levels	3e-26	24816252
rs2130525	rs6698740	0.814676365339384	Beta-hydroxyisovalerate levels	1e-13	35347128
rs2130525	rs1060870	0.813195501359851	Serum metabolite levels	1e-11	33031748
rs2130525	rs1060870	0.813195501359851	Serum metabolite levels	1e-15	33031748
rs2130525	rs2279501	0.807535128834029	Serum metabolite levels	3e-14	33031748
rs2130525	rs2338201	0.803022108363714	Dodecadienoate (12:2) (X-21343) levels	3e-12	35050183
rs2130525	rs2338201	0.803022108363714	Tetradecadienoate (14:2) (X-12442) levels	5e-14	35050183
rs2130525	rs2338201	0.803022108363714	Dodecadienoate (12:2) levels	7e-15	36635386
rs2130525	rs2999545	0.747190745162041	Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels	1e-10	36635386
rs2130525	rs1038747	0.690131784743589	Plasma X-21607 levels in chronic kidney disease	2e-13	37277652
rs2130525	rs7523082	0.677808298256372	Metabolite peak levels (QI9845)	2e-14	35995766
rs2130525	rs10888445	0.674784984545718	Beta-hydroxyisovalerate levels	5e-13	36635386
rs2130525	rs7541453	0.671214619450745	Serum metabolite levels	2e-16	33031748
rs2130525	rs7541453	0.671214619450745	Serum metabolite levels	2e-16	33031748
rs2130525	rs7541453	0.671214619450745	Urine X-24363 levels in chronic kidney disease	7e-27	37277652
rs2130525	rs56000812	0.632211232564652	Urine indoleacetylglycine levels in chronic kidney disease	8e-12	37277652
rs2130525	rs56078223	0.631607507923256	Plasma X-13431 levels in chronic kidney disease	8e-30	37277652
